file_name,visualization_path,ocr_text,ocr_after_correction,true_label,predicted_label,regex_used,classifier_results_json,matches,matched_words,matched_categories
./images\alcohol\0151a.jpg,./results/without_visual_correction\alcohol_0151a_ocr.png,"don'tmiss iim it ed, edition bacard i don'tmiss iim it ed, edition bacard i","don'tmiss iim it ed, edition bacard i don'tmiss iim it ed, edition bacard i",alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0262a.jpg,./results/without_visual_correction\alcohol_0262a_ocr.png,get ready for reserve cocktaii expiore getreadyforreservecocktaiiexpiore,get ready for reserve cocktaii expiore getreadyforreservecocktaiiexpiore,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0448na.jpg,./results/without_visual_correction\non_alcohol_0448na_ocr.png, , ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\alcohol\0472a.jpg,./results/without_visual_correction\alcohol_0472a_ocr.png,"metropoiitantransitsystem, do, own, check out offerparty p ort discount metropoiitantransitsystem","metropoiitantransitsystem, do, own, check out offerparty p ort discount metropoiitantransitsystem",alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0355na.jpg,./results/without_visual_correction\non_alcohol_0355na_ocr.png,niofaa noaa,niofaa noaa,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0417na.jpg,./results/without_visual_correction\non_alcohol_0417na_ocr.png,"herbai tea, ntaa, oobooooooo, bigl·ztr herbaite, bigl-ztr, brett leoin photogr, c","herbai tea, ntaa, oobooooooo, bigl·ztr herbaite, bigl-ztr, brett leoin photogr, c",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0492a.jpg,./results/without_visual_correction\alcohol_0492a_ocr.png,cocktail. menu cocktail menu,cocktail. menu cocktail menu,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0335na.jpg,./results/without_visual_correction\non_alcohol_0335na_ocr.png,"get ready foraste nighti, marijuana mei get ready foraste nigh, nariiugname","get ready foraste nighti, marijuana mei get ready foraste nigh, nariiugname",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0204na.jpg,./results/without_visual_correction\non_alcohol_0204na_ocr.png,enjoy taste premium iemonade event enjoy taste premium iemonade event,enjoy taste premium iemonade event enjoy taste premium iemonade event,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\3008a.jpg,./results/without_visual_correction\alcohol_3008a_ocr.png,"don't, missflavor reservebrandybrew don't, missflavorreserve brandy brew","don't, missflavor reservebrandybrew don't, missflavorreserve brandy brew",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'brandy', 'category': 'drink categories'}, {'word': 'brandy', 'category': 'drink categories'}], 'matched_words': 'brandy,brandy', 'matched_categories': 'drink categories'}","[{""word"": ""brandy"", ""category"": ""drink categories""}, {""word"": ""brandy"", ""category"": ""drink categories""}]","brandy,brandy",drink categories
./images\alcohol\0293a.jpg,./results/without_visual_correction\alcohol_0293a_ocr.png,absoiut absoiut,absoiut absoiut,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0345na.jpg,./results/without_visual_correction\non_alcohol_0345na_ocr.png, , ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\alcohol\0379a.jpg,./results/without_visual_correction\alcohol_0379a_ocr.png,"ybggi, ote, tohsm wsid iot, yaw-a bggi, yaw-a","ybggi, ote, tohsm wsid iot, yaw-a bggi, yaw-a",alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0451na.jpg,./results/without_visual_correction\non_alcohol_0451na_ocr.png,"freightiiner, che ck, soda specia, bar, menu freightinei, menu","freightiiner, che ck, soda specia, bar, menu freightinei, menu",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}], 'matched_words': 'soda_NON_ALCOHOL', 'matched_categories': 'non_alcohol_exclude'}","[{""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}]",soda_NON_ALCOHOL,non_alcohol_exclude
./images\alcohol\0400a.jpg,./results/without_visual_correction\alcohol_0400a_ocr.png,ziotgiierevhigq zzim t'noa aiohbiierzyhigq zzim t'noa,ziotgiierevhigq zzim t'noa aiohbiierzyhigq zzim t'noa,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0456na.jpg,./results/without_visual_correction\non_alcohol_0456na_ocr.png,"miss t, cannabi ","miss t, cannabi ",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0303a.jpg,./results/without_visual_correction\alcohol_0303a_ocr.png,"try reserve bacardi, menu try reserve bacardi, menu","try reserve bacardi, menu try reserve bacardi, menu",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'bacardi', 'category': 'brands'}, {'word': 'bacardi', 'category': 'brands'}], 'matched_words': 'bacardi,bacardi', 'matched_categories': 'brands'}","[{""word"": ""bacardi"", ""category"": ""brands""}, {""word"": ""bacardi"", ""category"": ""brands""}]","bacardi,bacardi",brands
./images\alcohol\0087a.jpg,./results/without_visual_correction\alcohol_0087a_ocr.png,gvgzzim tnoo gvgzzimtnod,gvgzzim tnoo gvgzzimtnod,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0482na.jpg,./results/without_visual_correction\non_alcohol_0482na_ocr.png,cbd pr cbd p,cbd pr cbd p,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0260na.jpg,./results/without_visual_correction\non_alcohol_0260na_ocr.png,espresso grab nw espresso grab nw,espresso grab nw espresso grab nw,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0012na.jpg,./results/without_visual_correction\non_alcohol_0012na_ocr.png,nsm siniungm aim t'noa ungm giuiwngm zzim t'noa,nsm siniungm aim t'noa ungm giuiwngm zzim t'noa,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0385na.jpg,./results/without_visual_correction\non_alcohol_0385na_ocr.png,oespresso oespresso,oespresso oespresso,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0103a.jpg,./results/without_visual_correction\alcohol_0103a_ocr.png,"get ready for ceiebration gin, nightiife get ready for ceiebration gin, nightiife","get ready for ceiebration gin, nightiife get ready for ceiebration gin, nightiife",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'gin', 'category': 'drink categories'}, {'word': 'gin', 'category': 'drink categories'}], 'matched_words': 'gin,gin', 'matched_categories': 'drink categories'}","[{""word"": ""gin"", ""category"": ""drink categories""}, {""word"": ""gin"", ""category"": ""drink categories""}]","gin,gin",drink categories
./images\non_alcohol\0488na.jpg,./results/without_visual_correction\non_alcohol_0488na_ocr.png,hot chocoiate hot chocoiate,hot chocoiate hot chocoiate,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0040na.jpg,./results/without_visual_correction\non_alcohol_0040na_ocr.png,juioe juioe,juioe juioe,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0027na.jpg,./results/without_visual_correction\non_alcohol_0027na_ocr.png,soda soda,soda soda,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}, {'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}], 'matched_words': 'soda_NON_ALCOHOL,soda_NON_ALCOHOL', 'matched_categories': 'non_alcohol_exclude'}","[{""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}, {""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}]","soda_NON_ALCOHOL,soda_NON_ALCOHOL",non_alcohol_exclude
./images\non_alcohol\0142na.jpg,./results/without_visual_correction\non_alcohol_0142na_ocr.png,"imported weed, experience  imported weed, exper ien ce","imported weed, experience  imported weed, exper ien ce",non_alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}], 'matched_words': 'port,port', 'matched_categories': 'drink categories'}","[{""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}]","port,port",drink categories
./images\alcohol\0200a.jpg,./results/without_visual_correction\alcohol_0200a_ocr.png,ju nenu ,ju nenu ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0455a.jpg,./results/without_visual_correction\alcohol_0455a_ocr.png,"absoiut nightiife, wii absoiut nightiife, wii","absoiut nightiife, wii absoiut nightiife, wii",alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0098na.jpg,./results/without_visual_correction\non_alcohol_0098na_ocr.png,"experience nightiifetastejuice, taste experience n ightiife tast e juice, taste","experience nightiifetastejuice, taste experience n ightiife tast e juice, taste",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0254na.jpg,./results/without_visual_correction\non_alcohol_0254na_ocr.png,"get ready for importedenergy, drink imported get ready for importedenergy, drink imported","get ready for importedenergy, drink imported get ready for importedenergy, drink imported",non_alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}], 'matched_words': 'port,port,port,port', 'matched_categories': 'drink categories'}","[{""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}]","port,port,port,port",drink categories
./images\non_alcohol\0476na.jpg,./results/without_visual_correction\non_alcohol_0476na_ocr.png,miirshake discount miikshake discount,miirshake discount miikshake discount,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0064a.jpg,./results/without_visual_correction\alcohol_0064a_ocr.png, , ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\non_alcohol\0109na.jpg,./results/without_visual_correction\non_alcohol_0109na_ocr.png,"soda, simpi, organ, cinnam, chunk, shoney, comb, joidan, rats soda, simpi, organi, cinnan, honey, chunk","soda, simpi, organ, cinnam, chunk, shoney, comb, joidan, rats soda, simpi, organi, cinnan, honey, chunk",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}, {'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}], 'matched_words': 'soda_NON_ALCOHOL,soda_NON_ALCOHOL', 'matched_categories': 'non_alcohol_exclude'}","[{""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}, {""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}]","soda_NON_ALCOHOL,soda_NON_ALCOHOL",non_alcohol_exclude
./images\non_alcohol\0010na.jpg,./results/without_visual_correction\non_alcohol_0010na_ocr.png, , ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\non_alcohol\0471na.jpg,./results/without_visual_correction\non_alcohol_0471na_ocr.png,"miik, brew mitk, brew","miik, brew mitk, brew",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0345a.jpg,./results/without_visual_correction\alcohol_0345a_ocr.png,"get, readyfornightiifesmoothheineken get, readyfornightiifesmooth heineken","get, readyfornightiifesmoothheineken get, readyfornightiifesmooth heineken",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'heineken', 'category': 'brands'}, {'word': 'heineken', 'category': 'brands'}], 'matched_words': 'heineken,heineken', 'matched_categories': 'brands'}","[{""word"": ""heineken"", ""category"": ""brands""}, {""word"": ""heineken"", ""category"": ""brands""}]","heineken,heineken",brands
./images\alcohol\0036a.jpg,./results/without_visual_correction\alcohol_0036a_ocr.png,fiavor ,fiavor ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\3063a.jpg,./results/without_visual_correction\alcohol_3063a_ocr.png,don'tmissdiscounthightii don'tmissdiscounthightiife,don'tmissdiscounthightii don'tmissdiscounthightiife,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0486na.jpg,./results/without_visual_correction\non_alcohol_0486na_ocr.png,"aero, dontmisspremium hotchocoiate aero, dontmisspremfumhotchocoiate","aero, dontmisspremium hotchocoiate aero, dontmisspremfumhotchocoiate",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0241a.jpg,./results/without_visual_correction\alcohol_0241a_ocr.png,iager iqer,iager iqer,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0430na.jpg,./results/without_visual_correction\non_alcohol_0430na_ocr.png,"ipiogge stiitdpin iot pni>oo, bethogmi etpw ipioege gtiitnpin iot pni>ooi, betogminetpw","ipiogge stiitdpin iot pni>oo, bethogmi etpw ipioege gtiitnpin iot pni>ooi, betogminetpw",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0053a.jpg,./results/without_visual_correction\alcohol_0053a_ocr.png, , ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\alcohol\0121a.jpg,./results/without_visual_correction\alcohol_0121a_ocr.png,rum iimited edition iimited edition,rum iimited edition iimited edition,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'rum', 'category': 'drink categories'}], 'matched_words': 'rum', 'matched_categories': 'drink categories'}","[{""word"": ""rum"", ""category"": ""drink categories""}]",rum,drink categories
./images\non_alcohol\0296na.jpg,./results/without_visual_correction\non_alcohol_0296na_ocr.png,taste juice taste juice,taste juice taste juice,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0040a.jpg,./results/without_visual_correction\alcohol_0040a_ocr.png,"don't miss, nightiife absoiut, brew don't miss, nightiifeabsoiut, brew","don't miss, nightiife absoiut, brew don't miss, nightiifeabsoiut, brew",alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0419a.jpg,./results/without_visual_correction\alcohol_0419a_ocr.png, , ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\non_alcohol\0438na.jpg,./results/without_visual_correction\non_alcohol_0438na_ocr.png," booi, aiate"," booi, aiate",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\3044na.jpg,./results/without_visual_correction\non_alcohol_3044na_ocr.png,"highnoon, highnoon, saloon, isiccolobeer, musiccoldbeer,  looking for brew sparkiing water check highnoon, highnoon, saioon, saloon, isiccold beer, usiccold beer, lookingforbrewsparkiingwatercheck","highnoon, highnoon, saloon, isiccolobeer, musiccoldbeer,  looking for brew sparkiing water check highnoon, highnoon, saioon, saloon, isiccold beer, usiccold beer, lookingforbrewsparkiingwatercheck",non_alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'beer', 'category': 'drink categories'}, {'word': 'beer', 'category': 'drink categories'}, {'word': 'beer', 'category': 'drink categories'}, {'word': 'beer', 'category': 'drink categories'}], 'matched_words': 'beer,beer,beer,beer', 'matched_categories': 'drink categories'}","[{""word"": ""beer"", ""category"": ""drink categories""}, {""word"": ""beer"", ""category"": ""drink categories""}, {""word"": ""beer"", ""category"": ""drink categories""}, {""word"": ""beer"", ""category"": ""drink categories""}]","beer,beer,beer,beer",drink categories
./images\alcohol\0406a.jpg,./results/without_visual_correction\alcohol_0406a_ocr.png,guinness fiavor guinness fiavor,guinness fiavor guinness fiavor,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'guinness', 'category': 'brands'}, {'word': 'guinness', 'category': 'brands'}], 'matched_words': 'guinness,guinness', 'matched_categories': 'brands'}","[{""word"": ""guinness"", ""category"": ""brands""}, {""word"": ""guinness"", ""category"": ""brands""}]","guinness,guinness",brands
./images\non_alcohol\0119na.jpg,./results/without_visual_correction\non_alcohol_0119na_ocr.png,"looking for, iimited edition discount water. lookingrfor, ededition discountw, vater","looking for, iimited edition discount water. lookingrfor, ededition discountw, vater",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
